training_iteration,timesteps_total,episode_reward_mean,success,crash,out,length
78,156000,31.02422378865576,0.0153592217496779,0.2826811756587742,0.2070716559325044,1835.4578313253007
79,158000,31.366782061215865,0.016278666640665,0.2828432604282686,0.2072520198169058,1836.321428571429
80,160000,31.76397549568353,0.0183399689355057,0.2835206989163465,0.2065659509980336,1833.764705882353
81,162000,31.76397549568353,0.0183399689355057,0.2835206989163465,0.2065659509980336,1833.764705882353
82,164000,32.675396785503644,0.0228785726558212,0.2837669074293218,0.2058756638840204,1833.4827586206895
83,166000,33.60677159664723,0.0264763820365918,0.2860139372182518,0.204998728916785,1835.3258426966293
84,168000,33.92478446184793,0.0272933111250741,0.2859471156936046,0.2047209652621541,1835.9222222222224
85,170000,33.92478446184793,0.0272933111250741,0.2859471156936046,0.2047209652621541,1835.9222222222224
86,172000,33.92478446184793,0.0272933111250741,0.2859471156936046,0.2047209652621541,1835.9222222222224
87,174000,34.81588170000971,0.0316242206987715,0.287109003165351,0.204618335582542,1834.3152173913045
88,176000,35.80027955926155,0.0370958990551439,0.2888995428387709,0.2038964487653053,1835.3297872340424
89,178000,36.15494752472381,0.0383111250954198,0.289783561923965,0.2033558795454742,1835.7684210526315
90,180000,36.15494752472381,0.0383111250954198,0.289783561923965,0.2033558795454742,1835.7684210526315
91,182000,37.11333017884944,0.0437190449510862,0.2890001011479186,0.2039616984257345,1834.9278350515465
92,184000,37.55402564879199,0.0462741327276957,0.2893524410521715,0.2042814169892174,1832.561224489796
93,186000,38.0696444111518,0.0490746911018069,0.2896976629785608,0.2050403093903958,1832.4242424242425
94,188000,38.388759615664405,0.0506892073486836,0.2899585810856173,0.2056214852438603,1833.79
95,190000,39.093579811541495,0.0531892073486836,0.2905267629037991,0.2043288716074966,1835.38
96,192000,40.52998505311013,0.0574161261473488,0.2907464165178523,0.2074283594979599,1834.98
97,194000,41.311069423288274,0.0603494594806821,0.290889052176767,0.2077384370173398,1834.15
98,196000,41.311069423288274,0.0603494594806821,0.290889052176767,0.2077384370173398,1834.15
99,198000,42.19621880847235,0.0634663425975652,0.2916965055929161,0.2063804471810891,1835.85
100,200000,42.90200493164239,0.0660339101651328,0.2908616707580813,0.206320387121029,1835.15
